ad_name,campaign_name,ad_set_name,reach,impressions,clicks_link,landing_page_views,video_plays_15_plus_sec,video_plays_25_pct,video_plays_50_pct,video_plays_75_pct,video_plays_100_pct,cost,comments,reactions,engagement,shares,page_likes,estimated_ad_recall_lift,estimated_ad_recall_rate,video_plays_3_sec,indication,brand_target,date
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07-CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Rx HCPs_Link Clicks,AN~HCPs_TG~3P_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1633,2779,8,0,0,0,0,0,0,18.63,0,0.0,266,0,0,0,0,258,BZS,HCP,2024-05-14
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07-CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Rx HCPs_Link Clicks,AN~HCPs_TG~3P_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,407,678,1,0,0,0,0,0,0,4.0,0,0.0,55,0,0,0,0,54,BZS,HCP,2024-05-14
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07-CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Rx HCPs_Link Clicks,AN~HCPs_TG~3P_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1059,1516,2,0,0,0,0,0,0,10.5,0,0.0,128,0,0,0,0,126,BZS,HCP,2024-05-14
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~EngagementRTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1746,1822,6,0,0,0,0,0,0,8.0,0,0.0,81,0,0,0,0,75,BZS,HCP,2024-05-14
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~EngagementRTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1501,1549,7,0,0,0,0,0,0,6.72,0,0.0,65,0,0,0,0,58,BZS,HCP,2024-05-14
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~EngagementRTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,95,100,2,0,0,0,0,0,0,0.61,0,0.0,5,0,0,0,0,3,BZS,HCP,2024-05-14
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~Pixel RTA LAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1689,2020,12,0,0,0,0,0,0,9.14,0,0.0,126,0,0,0,0,114,BZS,HCP,2024-05-14
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~Pixel RTA LAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,6554,8175,46,0,0,0,0,0,0,39.14,0,0.0,572,0,0,0,0,526,BZS,HCP,2024-05-14
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~Pixel RTA LAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,8804,11134,53,0,0,0,0,0,0,55.85,0,0.0,685,0,0,0,0,632,BZS,HCP,2024-05-14
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~VideoRTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1945,2001,9,0,0,0,0,0,0,6.92,0,0.0,169,0,0,0,0,160,BZS,HCP,2024-05-14
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~VideoRTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,3176,3299,10,0,0,0,0,0,0,11.48,0,0.0,282,0,0,0,0,272,BZS,HCP,2024-05-14
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~VideoRTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,283,292,1,0,0,0,0,0,0,0.95,0,0.0,21,0,0,0,0,20,BZS,HCP,2024-05-14
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA_Link Clicks,AN~Engagement RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,735,883,9,0,0,0,0,0,0,9.2,0,0.0,64,0,0,0,0,55,BZS,HCP,2024-05-14
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA_Link Clicks,AN~Engagement RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1039,1306,11,0,0,0,0,0,0,6.91,0,0.0,61,0,0,0,0,50,BZS,HCP,2024-05-14
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA_Link Clicks,AN~Engagement RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,586,700,9,0,0,0,0,0,0,6.25,0,0.0,68,0,0,0,0,59,BZS,HCP,2024-05-14
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA_Link Clicks,AN~Pixel RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1855,3521,26,0,0,0,0,0,0,29.82,0,0.0,373,0,0,0,0,347,BZS,HCP,2024-05-14
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA_Link Clicks,AN~Pixel RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,2616,5300,44,0,0,0,0,0,0,57.46,0,0.0,531,0,0,0,0,487,BZS,HCP,2024-05-14
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA_Link Clicks,AN~Pixel RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,236,440,15,0,0,0,0,0,0,12.73,0,0.0,53,0,0,0,0,38,BZS,HCP,2024-05-14
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA_Link Clicks,AN~Pixel Search RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,423,466,0,0,0,0,0,0,0,3.07,0,0.0,34,0,0,0,0,34,BZS,HCP,2024-05-14
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA_Link Clicks,AN~Video RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,2851,3498,13,0,0,0,0,0,0,16.1,0,0.0,396,0,0,0,0,383,BZS,HCP,2024-05-14
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA_Link Clicks,AN~Video RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,2276,2717,6,0,0,0,0,0,0,12.46,0,0.0,303,0,0,0,0,297,BZS,HCP,2024-05-14
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA_Link Clicks,AN~Video RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,966,1298,7,0,0,0,0,0,0,6.09,0,0.0,143,0,0,0,0,136,BZS,HCP,2024-05-14
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~17721-9-115463_FF~New Pixel RTA & LAL_Link Clicks,AN~Engagement RTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,4261,5010,20,0,0,0,0,0,0,42.41,0,4.0,640,0,0,0,0,616,BZS,HCP,2024-05-14
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~17721-9-115463_FF~New Pixel RTA & LAL_Link Clicks,AN~Engagement RTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,3738,4377,26,0,0,0,0,0,0,41.44,0,2.0,669,0,0,0,0,641,BZS,HCP,2024-05-14
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~17721-9-115463_FF~New Pixel RTA & LAL_Link Clicks,AN~Pixel RTA LAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,494,563,2,0,0,0,0,0,0,5.12,0,0.0,36,0,0,0,0,34,BZS,HCP,2024-05-14
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~17721-9-115463_FF~New Pixel RTA & LAL_Link Clicks,AN~Pixel RTA LAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,31,34,0,0,0,0,0,0,0,0.2,0,0.0,0,0,0,0,0,0,BZS,HCP,2024-05-14
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~17721-9-115463_FF~New Pixel RTA & LAL_Link Clicks,AN~Pixel RTA LAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,563,640,1,0,0,0,0,0,0,4.64,0,2.0,44,0,0,0,0,41,BZS,HCP,2024-05-14
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~17721-9-115463_FF~New Pixel RTA & LAL_Link Clicks,AN~Pixel RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,92,119,2,0,0,0,0,0,0,2.18,0,1.0,11,0,0,0,0,8,BZS,HCP,2024-05-14
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~17721-9-115463_FF~New Pixel RTA & LAL_Link Clicks,AN~Pixel RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,67,78,1,0,0,0,0,0,0,1.13,0,0.0,8,0,0,0,0,7,BZS,HCP,2024-05-14
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~17721-9-115463_FF~New Pixel RTA & LAL_Link Clicks,AN~Video RTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,184,196,0,0,0,0,0,0,0,1.78,0,0.0,37,0,0,0,0,37,BZS,HCP,2024-05-14
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~17721-9-115463_FF~New Pixel RTA & LAL_Link Clicks,AN~Video RTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,210,234,1,0,0,0,0,0,0,1.73,0,0.0,54,0,0,0,0,53,BZS,HCP,2024-05-14
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q3-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~GeoTargeting,AN~GeoTargeting_TG~_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,2081,4798,20,0,0,0,0,0,0,45.13,0,0.0,387,0,0,0,0,367,BZS,HCP,2024-05-14
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q3-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~GeoTargeting,AN~GeoTargeting_TG~_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,509,1071,3,0,0,0,0,0,0,9.19,0,0.0,69,0,0,0,0,66,BZS,HCP,2024-05-14
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q3-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~GeoTargeting,AN~GeoTargeting_TG~_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1135,1900,6,0,0,0,0,0,0,15.91,0,0.0,145,0,0,0,0,139,BZS,HCP,2024-05-14
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~23-Q3-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~17721-9-115463_FF~GeoTargeting,AN~GeoTargeting_TG~_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,1021,1257,2,0,0,0,0,0,0,18.42,0,0.0,194,0,0,0,0,192,BZS,HCP,2024-05-14
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~23-Q3-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~17721-9-115463_FF~GeoTargeting,AN~GeoTargeting_TG~_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,1443,1819,4,0,0,0,0,0,0,29.86,0,0.0,289,0,0,0,0,285,BZS,HCP,2024-05-14
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~23-Q3-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~17721-9-115463_FF~GeoTargeting,AN~GeoTargeting_TG~_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,1012,1269,4,0,0,0,0,0,0,19.4,0,1.0,194,1,0,0,0,188,BZS,HCP,2024-05-14
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q3-08_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~Proact HCPs,AN~ProactHCPs_TG~3P_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,242,643,1,0,0,0,0,0,0,12.73,0,0.0,62,0,0,0,0,61,BZS,HCP,2024-05-14
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q3-08_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~Proact HCPs,AN~ProactHCPs_TG~3P_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,108,229,0,0,0,0,0,0,0,3.99,0,0.0,13,0,0,0,0,13,BZS,HCP,2024-05-14
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q3-08_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~Proact HCPs,AN~ProactHCPs_TG~3P_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,272,810,0,0,0,0,0,0,0,16.03,0,0.0,64,0,0,0,0,64,BZS,HCP,2024-05-14
CM~IX Ad_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q3-09_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~Instant Experience,AN~GeoLocation_TG~3P_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,15355,41069,54,0,0,0,0,0,0,375.81,0,0.0,4674,0,0,385,0,4620,BZS,HCP,2024-05-14
CM~In Stream_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,YR~23-Q2-05_CL~ALLY_TA~ONC_DS~PAN_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~AWE_PB~FB_CN~17722-9-115918_FF~ Instream,CM~EngRTALAL_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,35807,38559,3,0,0,0,0,0,0,432.81,0,0.0,18530,0,0,0,0,18521,AST,HCP,2024-05-15
CM~In Stream_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,YR~23-Q2-05_CL~ALLY_TA~ONC_DS~PAN_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~AWE_PB~FB_CN~17722-9-115918_FF~ Instream,CM~EngRTA_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,296,296,0,0,0,0,0,0,0,3.31,0,0.0,128,0,0,0,0,128,AST,HCP,2024-05-15
CM~In Stream_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,YR~23-Q2-05_CL~ALLY_TA~ONC_DS~PAN_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~AWE_PB~FB_CN~17722-9-115918_FF~ Instream,CM~PixelRTALAL_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,8567,9019,0,0,0,0,0,0,0,105.43,0,0.0,3927,0,0,0,0,3927,AST,HCP,2024-05-15
CM~In Stream_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,YR~23-Q2-05_CL~ALLY_TA~ONC_DS~PAN_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~AWE_PB~FB_CN~17722-9-115918_FF~ Instream,CM~PixelRTA_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,177,177,0,0,0,0,0,0,0,1.94,0,0.0,84,0,0,0,0,84,AST,HCP,2024-05-15
CM~In Stream_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,YR~24-Q1-01_CL~ALLY_TA~ONC_DS~PAN_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~AWE_PB~FB_CN~17722-9-115918_FF~ Instream 3P,CM~SpecialtyLists_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR 3P,324,325,0,0,0,0,0,0,0,7.19,0,0.0,147,0,0,0,0,147,AST,HCP,2024-05-15
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07-CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Rx HCPs_Link Clicks,AN~HCPs_TG~3P_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1634,2690,15,0,0,0,0,0,0,20.07,0,0.0,256,0,0,0,0,241,BZS,HCP,2024-05-15
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07-CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Rx HCPs_Link Clicks,AN~HCPs_TG~3P_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,369,613,2,0,0,0,0,0,0,3.63,0,0.0,51,0,0,0,0,49,BZS,HCP,2024-05-15
